pygame 2.4.0 (SDL 2.26.4, Python 3.9.21)
episodic_return=-0.034059515064158136, episodic_length=200
Episode reward: [0.00035853], Episode length: 74
episodic_return=-0.054947470349104195, episodic_length=201
Episode reward: [-0.00012504], Episode length: 63
episodic_return=-0.08686865206717109, episodic_length=202
Episode reward: [-0.19830857], Episode length: 79
episodic_return=0.25291631883469123, episodic_length=146
Episode reward: [1.03320285], Episode length: 52
episodic_return=0.5213232780990067, episodic_length=83
Episode reward: [1.09454571], Episode length: 34
episodic_return=0.012837440088805404, episodic_length=204
Episode reward: [-0.00324555], Episode length: 63
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19658316], Episode length: 60
episodic_return=0.4838889839354618, episodic_length=93
Episode reward: [1.08472458], Episode length: 39
episodic_return=0.24918220049778245, episodic_length=136
Episode reward: [1.04293846], Episode length: 51
episodic_return=0.2667803165897856, episodic_length=135
Episode reward: [1.00575856], Episode length: 39
episodic_return=0.3337368255681924, episodic_length=115
Episode reward: [1.06364466], Episode length: 37
episodic_return=-0.05283760119806562, episodic_length=200
Episode reward: [6.01076324e-05], Episode length: 61
episodic_return=-0.03377673618642802, episodic_length=206
Episode reward: [-0.00515102], Episode length: 62
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19694963], Episode length: 64
episodic_return=-0.08699996554649939, episodic_length=203
Episode reward: [-0.19816655], Episode length: 58
episodic_return=0.5542826556399828, episodic_length=79
Episode reward: [1.09893585], Episode length: 24
episodic_return=0.7089934433347775, episodic_length=55
Episode reward: [1.12203225], Episode length: 26
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.1965346], Episode length: 65
episodic_return=-0.08699996554649939, episodic_length=203
Episode reward: [-0.19842207], Episode length: 56
episodic_return=0.24918220049778245, episodic_length=136
Episode reward: [1.00455251], Episode length: 45
episodic_return=0.3472295400514384, episodic_length=111
Episode reward: [1.06777529], Episode length: 35
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19579154], Episode length: 60
episodic_return=0.16612928907491312, episodic_length=165
Episode reward: [1.01466121], Episode length: 63
episodic_return=0.22605395571499118, episodic_length=145
Episode reward: [1.03466782], Episode length: 39
episodic_return=-0.03299268913082898, episodic_length=200
Episode reward: [8.48067665e-05], Episode length: 67
episodic_return=0.12452023983772015, episodic_length=191
Episode reward: [0.98848254], Episode length: 77
episodic_return=-0.08751221877410477, episodic_length=207
Episode reward: [-0.20258561], Episode length: 68
episodic_return=0.3922826245566205, episodic_length=114
Episode reward: [1.06470133], Episode length: 38
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19499262], Episode length: 46
episodic_return=0.26639975882022376, episodic_length=136
Episode reward: [1.04286392], Episode length: 49
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19579199], Episode length: 72
episodic_return=-0.0467986608063686, episodic_length=205
Episode reward: [-0.00508921], Episode length: 76
episodic_return=0.12189879800704148, episodic_length=180
Episode reward: [0.96192887], Episode length: 49
episodic_return=0.6342234976820679, episodic_length=68
Episode reward: [1.10948532], Episode length: 23
episodic_return=-0.052496546336286434, episodic_length=200
Episode reward: [0.00042165], Episode length: 67
episodic_return=0.34877690674938083, episodic_length=112
Episode reward: [1.06668502], Episode length: 36
episodic_return=0.1084574377378581, episodic_length=191
Episode reward: [0.98915333], Episode length: 67
episodic_return=-0.03022989340611108, episodic_length=200
Episode reward: [0.00060286], Episode length: 58
episodic_return=-0.08763709658636372, episodic_length=208
Episode reward: [-0.20360786], Episode length: 74
episodic_return=-0.013395564259557895, episodic_length=200
Episode reward: [2.78718205e-05], Episode length: 80
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19636823], Episode length: 59
episodic_return=-0.011154703129502872, episodic_length=200
Episode reward: [-0.00013736], Episode length: 77
episodic_return=0.152079859248213, episodic_length=187
Episode reward: [0.99274473], Episode length: 75
episodic_return=0.6629634132812905, episodic_length=60
Episode reward: [1.11748288], Episode length: 20
episodic_return=0.6412119273100388, episodic_length=65
Episode reward: [1.11227675], Episode length: 31
episodic_return=0.1157007648354804, episodic_length=183
Episode reward: [0.95819672], Episode length: 65
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19605486], Episode length: 59
episodic_return=0.05751601562580563, episodic_length=203
Episode reward: [0.19289034], Episode length: 71
episodic_return=-0.08763709658636372, episodic_length=208
Episode reward: [-0.20297641], Episode length: 55
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19559786], Episode length: 65
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19596041], Episode length: 64
episodic_return=0.2853682463993412, episodic_length=126
Episode reward: [1.05324038], Episode length: 34
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19738492], Episode length: 77
episodic_return=0.5357680083829292, episodic_length=76
Episode reward: [1.10207259], Episode length: 20
episodic_return=0.46144327053136996, episodic_length=88
Episode reward: [1.05165813], Episode length: 26
episodic_return=0.01170906568791735, episodic_length=205
Episode reward: [-0.00512996], Episode length: 76
episodic_return=0.1518897914155762, episodic_length=183
Episode reward: [0.99654135], Episode length: 71
episodic_return=-0.053175245511227, episodic_length=200
Episode reward: [0.00075008], Episode length: 60
episodic_return=-0.03612989989633454, episodic_length=200
Episode reward: [0.00032216], Episode length: 70
episodic_return=0.21353485680295997, episodic_length=197
Episode reward: [1.17991638], Episode length: 53
episodic_return=0.12703302374234104, episodic_length=180
Episode reward: [0.96170633], Episode length: 53
episodic_return=0.35631011126562434, episodic_length=109
Episode reward: [1.06979876], Episode length: 33
episodic_return=0.5140514598330009, episodic_length=81
Episode reward: [1.09687743], Episode length: 26
episodic_return=0.38202668894955094, episodic_length=143
Episode reward: [1.23207387], Episode length: 54
episodic_return=-0.08712996589103439, episodic_length=204
Episode reward: [-0.19998883], Episode length: 67
episodic_return=0.29278923791806216, episodic_length=134
Episode reward: [1.04511856], Episode length: 51
episodic_return=0.3351078429914659, episodic_length=113
Episode reward: [1.02707422], Episode length: 36
episodic_return=0.3496547852985179, episodic_length=154
Episode reward: [1.22153682], Episode length: 52
episodic_return=-0.08712996589103439, episodic_length=204
Episode reward: [-0.200219], Episode length: 65
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19642223], Episode length: 67
episodic_return=0.16247430637878918, episodic_length=167
Episode reward: [1.01246462], Episode length: 60
episodic_return=-0.08699996554649939, episodic_length=203
Episode reward: [-0.19898127], Episode length: 68
episodic_return=0.08468329148560164, episodic_length=199
Episode reward: [0.94306059], Episode length: 60
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19720169], Episode length: 74
episodic_return=0.13545273601891838, episodic_length=180
Episode reward: [1.00033161], Episode length: 55
episodic_return=0.33832967220441473, episodic_length=113
Episode reward: [1.02693759], Episode length: 34
episodic_return=0.3985772652606686, episodic_length=100
Episode reward: [1.07819287], Episode length: 35
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19707251], Episode length: 72
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19683369], Episode length: 86
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19555865], Episode length: 64
episodic_return=0.4104046501990818, episodic_length=99
Episode reward: [1.07919579], Episode length: 32
episodic_return=-0.08763709658636372, episodic_length=208
Episode reward: [-0.20283922], Episode length: 62
episodic_return=0.5303409703809446, episodic_length=78
Episode reward: [1.09976076], Episode length: 27
episodic_return=-0.009756796410364768, episodic_length=201
Episode reward: [-0.00021654], Episode length: 60
episodic_return=-0.04141240140740629, episodic_length=200
Episode reward: [0.00032626], Episode length: 69
episodic_return=-0.04839158948837766, episodic_length=202
Episode reward: [-0.00170689], Episode length: 60
episodic_return=0.08832559740030682, episodic_length=199
Episode reward: [0.98120131], Episode length: 67
episodic_return=0.7453670088004145, episodic_length=50
Episode reward: [1.12705215], Episode length: 20
episodic_return=0.02874657915415662, episodic_length=200
Episode reward: [0.19592563], Episode length: 74
episodic_return=-0.04654662714270587, episodic_length=200
Episode reward: [8.0617239e-05], Episode length: 73
episodic_return=0.4558288378260563, episodic_length=89
Episode reward: [1.08952332], Episode length: 21
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19540676], Episode length: 58
episodic_return=-0.08686865206717109, episodic_length=202
Episode reward: [-0.19784804], Episode length: 68
episodic_return=-0.08699996554649939, episodic_length=203
Episode reward: [-0.1984405], Episode length: 56
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19552467], Episode length: 66
episodic_return=0.456209952796651, episodic_length=103
Episode reward: [1.07575828], Episode length: 30
episodic_return=0.10952605484807029, episodic_length=189
Episode reward: [0.95320953], Episode length: 55
episodic_return=-0.05689937890040496, episodic_length=204
Episode reward: [-0.00471993], Episode length: 88
episodic_return=-0.0873860795698028, episodic_length=206
Episode reward: [-0.20149285], Episode length: 68
episodic_return=0.27703070158013726, episodic_length=185
Episode reward: [1.1912874], Episode length: 54
episodic_return=0.741909400465594, episodic_length=50
Episode reward: [1.12697597], Episode length: 21
episodic_return=0.285431667868173, episodic_length=171
Episode reward: [1.20477745], Episode length: 54
episodic_return=0.23353410992429138, episodic_length=140
Episode reward: [1.03947799], Episode length: 39
episodic_return=0.4087004032860613, episodic_length=98
Episode reward: [1.04185312], Episode length: 29
episodic_return=0.2326496697605456, episodic_length=153
Episode reward: [1.02660579], Episode length: 52
episodic_return=-0.08686865206717109, episodic_length=202
Episode reward: [-0.19773778], Episode length: 64
episodic_return=-0.08686865206717109, episodic_length=202
Episode reward: [-0.19745359], Episode length: 56
episodic_return=0.2010841862423752, episodic_length=150
Episode reward: [0.9904132], Episode length: 53
episodic_return=0.24120979840380566, episodic_length=193
Episode reward: [1.14491231], Episode length: 58
episodic_return=0.6421457886116619, episodic_length=66
Episode reward: [1.11125754], Episode length: 30
episodic_return=0.2689533855383584, episodic_length=136
Episode reward: [1.04254937], Episode length: 56
episodic_return=-0.08725866623212404, episodic_length=205
Episode reward: [-0.20115162], Episode length: 79
episodic_return=0.2098641957032567, episodic_length=152
Episode reward: [1.02685515], Episode length: 58
episodic_return=0.19193379753221484, episodic_length=163
Episode reward: [1.01658524], Episode length: 58
episodic_return=0.24880443157605814, episodic_length=140
Episode reward: [1.03887123], Episode length: 52
episodic_return=-0.08660203251420374, episodic_length=200
Episode reward: [-0.19516916], Episode length: 49
episodic_return=-0.08673601218906171, episodic_length=201
Episode reward: [-0.19644713], Episode length: 60
episodic_return=-0.05384043857258623, episodic_length=200
Episode reward: [0.00069815], Episode length: 63
